,GPU MODEL,VRAM,H/s,APP,OS,TDP,DATE,GPU MODEL SPLIT
1393,"GTX 950M (OC +135 CORE, +745 MEM MSI AFTERBURNER)",4 GB DDR5,248,"XMR-STAK-NVIDIA (32 threads, 9 blcoks)",WINDOWS 10 x64,75 W,"Sep, 2017.","['GTX 950M (OC +135 CORE, +745 MEM MSI AFTERBURNER)']"
1394,ZOTAC GTX 750 TI,2 GB DDR5,248,XMR-STAK,UBUNTU 16.04 x64,N/A,"Dec, 2017.",['ZOTAC GTX 750 TI']
1395,HD6930,1 GB DDR3,247,CLAYMORE CRYPTONOTE GPU MINER V9.7,WINDOWS 7 x64,N/A,"Aug, 2017.",['HD6930']
1396,GTX 750 TI,2 GB DDR5,247,XMR-STAK,UBUNTU 16.04 x64,N/A,"Dec, 2017.",['GTX 750 TI']
1397,ASUS GTX 750 TI,2 GB DDR5,245,CCMINER,WINDOWS 7 x64,N/A,"Sep, 2016.",['ASUS GTX 750 TI']
1398,MSI RX 550 AERO ITX OC 2GB GDDR5,2 GB DDR5,245,CLAYMORE XMR GPU,WINDOWS 10 x64,38 W,"Nov, 2017.",['MSI RX 550 AERO ITX OC 2GB GDDR5']
1399,ASUS GTX 960,4 GB DDR5,244,CCMINER FOR CRYPTONITE BY TSIV,WINDOWS 7 x64,N/A,"Sep, 2016.",['ASUS GTX 960']
1400,EVGA GTX 660,2 GB DDR5,243,MINERGATE V6.9 FULL INTENSITY,WINDOWS 10 x64,N/A,"Sep, 2017.",['EVGA GTX 660']
1401,HD5870,1 GB DDR5,242,CLAYMORE V9.6,WINDOWS 7 x64,N/A,"Dec, 2016.",['HD5870']
1402,RADEON HD5870,1 GB DDR5,242,CLAYMORE V9.6,WINDOWS 7 x64,N/A,"Dec, 2016.",['RADEON HD5870']
1403,ASUS GTX 750TI OC,2 GB DDR5,242,XMRIG-NVIDIA,WINDOWS 10 x64,N/A,"Dec, 2017.",['ASUS GTX 750TI OC']
1404,ZOTAC GTX 750 TI,2 GB DDR5,240,CCMINER,WINDOWS 7 x64,N/A,"Sep, 2016.",['ZOTAC GTX 750 TI']
1405,GIGABYTE GTX 660 TI,3 GB DDR5,240,CCMINER CRYPTONIGHT 1.0 TSIV,WINDOWS 7 x64,N/A,"Oct, 2016.",['GIGABYTE GTX 660 TI']
1406,MSI R6850 CYCLONE 1GD5 POWER EDITION OC,5 GB DDR5,240,CLAYMORE CRYPTONOTE GPU MINER V9.6 BETA,WINDOWS 10 x64,N/A,"Dec, 2016.",['MSI R6850 CYCLONE 1GD5 POWER EDITION OC']
1407,GIGABYTE WINDFORCE GTX 660 OC,2 GB DDR3,240,XMR-STAK-NVIDIA,WINDOWS 10 x64,N/A,"Jun, 2017.",['GIGABYTE WINDFORCE GTX 660 OC']
1408,GTX 680,2 GB DDR5,240,CCMINER,WINDOWS 7 x64,N/A,"Jul, 2017.",['GTX 680']
1409,GTX 750TI,2 GB DDR5,240,MINERGATE,WINDOWS 10 x64,60 W,"Sep, 2017.",['GTX 750TI']
1410,GTX 960M,4 GB DDR5,240,MINERGATE 7.2,WINDOWS 10 x64,N/A,"Dec, 2017.",['GTX 960M']
1411,NVIDIA GEFORCE GTX 750 TI,2 GB DDR5,238,XMRMINER_0.2.1 (LAUNCH = 16X15),WINDOWS 10 x64,75 W,"Apr, 2017.",['NVIDIA GEFORCE GTX 750 TI']
1412,GTX 750TI,2 GB DDR5,238,XMRIG 2.3.1,WINDOWS 10 x64,N/A,"Oct, 2017.",['GTX 750TI']
1413,ASUS GTX 750TI,2 GB DDR5,237,XMR-STAK-NVIDIA,UBUNTU 16.04 x64,60 W,"Jul, 2017.",['ASUS GTX 750TI']
1414,GIGABYTE GTX 750TI,2 GB DDR5,237,MINERGATE,WINDOWS 7 x64,60 W,"Aug, 2017.",['GIGABYTE GTX 750TI']
1415,XFX 6870,1 GB DDR5,235,CLAYMORE V9.6,WINDOWS 7 x64,N/A,"Dec, 2016.",['XFX 6870']
1416,XFX 7850,1 GB DDR5,235,CLAYMORE 9.6,WINDOWS 7 x64,120 W,"Jan, 2017.",['XFX 7850']
1417,NVIDIA GTX 950,2 GB DDR3,234,MINERGATE,WINDOWS 10 x64,90 W,"Aug, 2017.",['NVIDIA GTX 950']
1418,GIGABYTE GTX 660,2 GB DDR5,230,CCMINER 1.7.6-R10,WINDOWS 7 x64,N/A,"Sep, 2016.",['GIGABYTE GTX 660']
1419,NVIDIA GTX 660,2 GB DDR3,230,XMR-STAK-NVIDIA,WINDOWS 10 x64,N/A,"Aug, 2017.",['NVIDIA GTX 660']
1420,GTX 650 TI BOOST,2 GB DDR5,230,XMR-STAK-NVIDIA,WINDOWS 10 x64,N/A,"Nov, 2017.",['GTX 650 TI BOOST']
1421,ZOTAC 1050 TI LOW PROFILE 4GB,4 GB DDR5,230,XMRMINER,WINDOWS 7 x64,N/A,"Dec, 2017.",['ZOTAC 1050 TI LOW PROFILE 4GB']
1422,GTX 750 SC,2 GB DDR5,230,MINERGATE 7,WINDOWS 10 x64,N/A,"Dec, 2017.",['GTX 750 SC']
1423,QUADRO 5000,2 GB DDR5,230,XMR-STAK-WIN64,WINDOWS 7 x64,152 W,"Dec, 2017.",['QUADRO 5000']
1424,ASUS GEFORCE GTX680 DIRECTCUII,2 GB DDR5,228,CCMINER-CRYPTONIGHT-1.8.1,WINDOWS 10 x64,N/A,"Dec, 2016.",['ASUS GEFORCE GTX680 DIRECTCUII']
1425,NVIDIA GTX 960M 4GB (LENOVO Y700),4 GB DDR5,228,"XMRIG (XMRIG-NVIDIA-2.4.2-CUDA8-WIN64) THREADS: 8, BLOCKS: 30 / CORE@1260MHZ, MEM@2575MHZ / TEMPS@60-62C",WINDOWS 10 x64,60 W,"Dec, 2017.",['NVIDIA GTX 960M 4GB (LENOVO Y700)']
1426,RADEON HD 7850,2 GB DDR5,226,CLAYMORE CRYPTONOTE GPU MINER V9.5 BETA,WINDOWS 7 x64,N/A,"Oct, 2016.",['RADEON HD 7850']
1427,ASUS GTX 780,3 GB DDR5,225,NICEHASH MINER 1.7,WINDOWS 8.1 x64,N/A,"Oct, 2017.",['ASUS GTX 780']
1428,GTX 750,1 GB DDR5,224,CCMINER-X64,WINDOWS 7 x64,N/A,"Sep, 2017.",['GTX 750']
1429,NVIDIA GTX 960M (ASUS ROG G551VW LAPTOP),2 GB DDR5,223,XMRIG NVIDIA 2.3.1.0,WINDOWS 10 x64,N/A,"Oct, 2017.",['NVIDIA GTX 960M (ASUS ROG G551VW LAPTOP)']
1430,ASUS GTX 760,2 GB DDR3,222,NICEHASH1.7.3.11,WINDOWS 8.1 x64,120 W,"Jan, 2017.",['ASUS GTX 760']
1431,GTX 860M @1231/1427,2 GB DDR5,221,CCMINER 1.03,WINDOWS 10 x64,60 W,"Aug, 2017.",['GTX 860M @1231/1427']
1432,NVIDIA GTX 960M,2 GB DDR5,221,XMR-STAK-NVIDIA,WINDOWS 10 x64,N/A,"Sep, 2017.",['NVIDIA GTX 960M']
1433,NVIDIA QUADRO 4000,2 GB DDR5,221,XMR-STAK-NVIDIA,MAC OS X,142 W,"Dec, 2017.",['NVIDIA QUADRO 4000']
1434,NVIDIA GEFORCE GTX 660,2 GB DDR5,220,CCMINER -L 16X40,UBUNTU 16.04 x64,N/A,"Nov, 2016.",['NVIDIA GEFORCE GTX 660']
1435,NVIDIA GEFORCE GTX 570,1 GB DDR5,220,MINERGATE.COM,WINDOWS 7 x64,70 W,"Apr, 2017.",['NVIDIA GEFORCE GTX 570']
1436,EVGA 750,2 GB DDR5,220,"XMR-STAK-NVIDIA(+0Core, +200MEM) 4x40 BFACTOR 10",WINDOWS 10 x64,N/A,"Sep, 2017.",['EVGA 750']
1437,ATI HD 5830,1 GB DDR3,220,CLAYMORE GPU 9.7,WINDOWS 10 x64,N/A,"Sep, 2017.",['ATI HD 5830']
1438,GTX 980 TI,6 GB DDR5,220,CCMINER-X64,WINDOWS 10 x64,112 W,"Oct, 2017.",['GTX 980 TI']
1439,NVIDIA GEFORCE GTX 570 OC,1 GB DDR5,220,XMR-STAK,WINDOWS 7 x64,219 W,"Dec, 2017.",['NVIDIA GEFORCE GTX 570 OC']
1440,ASUS R7 260X,2 GB DDR5,219,CLAYMORE CRYPTONOTE GPU MINER V9.7 BETA - POOL,WINDOWS 7 x64,115 W,"Jan, 2017.",['ASUS R7 260X']
1441,ASUS R7 260X,1 GB DDR5,219,CLAYMORE 9.7 -A 4 -H 256 -LI 1,WINDOWS 7 x64,N/A,"Mar, 2017.",['ASUS R7 260X']
1442,GTX 880M,8 GB DDR5,219,XMR-STAK-NVIDIA,WINDOWS 10 x64,N/A,"Sep, 2017.",['GTX 880M']
1443,MSI N560GTX-TI TWIN FROZR II/OC,1 GB DDR5,218,XMR-STAK-NVIDIA,UBUNTU 16.04 x64,N/A,"May, 2017.",['MSI N560GTX-TI TWIN FROZR II/OC']
1444,NVIDIA QUADRO M1000M,2 GB DDR5,218,XMR MINER,WINDOWS 10 x64,N/A,"Aug, 2017.",['NVIDIA QUADRO M1000M']
1445,GTX 560 TI,1 GB DDR5,218,CCMINER,UBUNTU 16.04 x64,N/A,"Nov, 2017.",['GTX 560 TI']
1446,GTX 960M,4 GB DDR5,218,XMR-STAK,WINDOWS 10 x64,N/A,"Dec, 2017.",['GTX 960M']
1447,GIGABYTE HD7790,1 GB DDR5,218,XMR-STAK-WIN64,WINDOWS 7 x64,N/A,"Dec, 2017.",['GIGABYTE HD7790']
1448,MSI GTX 750 TI,2 GB DDR5,217,XMR-STAK-NVIDIA,WINDOWS 10 x64,60 W,"Jan, 2018.",['MSI GTX 750 TI']
1449,R7 360,2 GB DDR5,215,CLAYMORE CRYPTONOTE GPU 9.7,WINDOWS 10 x64,110 W,"Nov, 2017.",['R7 360']
1450,AMD RADEON R7 360,2 GB DDR5,215,CLAYMORE CRYPTONOTE GPU MINER 9.7 WITH SETTINGS: -A 1 -H 256,WINDOWS 10 x64,100 W,"Dec, 2017.",['AMD RADEON R7 360']
1451,ASUS R7 260X,2 GB DDR5,215,CLAYMORE 9.7,WINDOWS 10 x64,N/A,"Dec, 2017.",['ASUS R7 260X']
1452,GIGABYTE GTX 750 TI (1392/1420MHZ),2 GB DDR5,213,CCMINER 2.0 BY TPRUVOT@GITHUB,WINDOWS 10 x64,N/A,"May, 2017.",['GIGABYTE GTX 750 TI (1392/1420MHZ)']
1453,NVIDIA GEFORCE GTX 750,1 GB DDR5,213,XMR-STAK-NVIDIA 1.4,WINDOWS 7 x64,N/A,"Nov, 2017.",['NVIDIA GEFORCE GTX 750']
1454,NVIDIA GTX 960M,4 GB DDR5,212,CCMINER-CRYPTONIGHT 1.03 (32 BIT),WINDOWS 10 x64,62 W,"Nov, 2017.",['NVIDIA GTX 960M']
1455,HD 6930,1 GB DDR5,211,CLAYMORE 9.5,WINDOWS 10 x64,250 W,"Oct, 2016.",['HD 6930']
1456,HD 5770,1 GB DDR3,211,CLAYMORE 9.7 (876/1312MHZ),WINDOWS 10 x64,74 W,"Nov, 2017.",['HD 5770']
1457,NVIDIA GTX 960M 4GB (LENOVO Y700),4 GB DDR5,211,"XMR-STAK V2.0.0 (NEW CPU+ADM+NVIDIA COMBINED VERSION), 5 BLOCKS 40 THREADS RUNNING",WINDOWS 10 x64,60 W,"Nov, 2017.",['NVIDIA GTX 960M 4GB (LENOVO Y700)']
1458,MSI RADEON R7 250X (UP TO 1100/5000),1 GB DDR5,211,CLAYMORE CRYPTONOTE GPU MINER V9.7 BETA,WINDOWS 10 x64,N/A,"Dec, 2017.",['MSI RADEON R7 250X (UP TO 1100/5000)']
1459,GTX 660TI,2 GB DDR5,210,CCMINER,WINDOWS 7 x64,145 W,"Dec, 2016.",['GTX 660TI']
1460,GTX 960,4 GB DDR5,210,CCMINER,WINDOWS 10 x64,N/A,"Mar, 2017.",['GTX 960']
1461,NVIDIA QUADRO 2000M 4GB,4 GB DDR5,210,MINERGATE,WINDOWS 7 x64,N/A,"Jun, 2017.",['NVIDIA QUADRO 2000M 4GB']
1462,GTX 960M,2 GB DDR5,210,XMR-STAK-NVIDIA,UBUNTU 16.04 x64,N/A,"Aug, 2017.",['GTX 960M']
1463,NVIDIA QUADRO K4000,3 GB DDR5,210,XMRIG-NVIDIA,WINDOWS 10 x64,80 W,"Sep, 2017.",['NVIDIA QUADRO K4000']
1464,GIGABYTE RADEON HD7790 1GB,1 GB DDR5,210,CLAYMORE GPU MINER 9.7BETA,WINDOWS 7 x64,85 W,"Oct, 2017.",['GIGABYTE RADEON HD7790 1GB']
1465,NVIDIA GEFORCE GTX 960M,4 GB DDR5,210,MINERGATE V7.0,WINDOWS 10 x64,N/A,"Oct, 2017.",['NVIDIA GEFORCE GTX 960M']
1466,ASUS 250X,2 GB DDR5,210,CLAYMORE 9.7 + SOME OVERCLOCK,WINDOWS 10 x64,80 W,"Nov, 2017.",['ASUS 250X']
1467,GIGABYTE HD 7770 1GB,1 GB DDR5,210,XMR-STAK,WINDOWS 7 x64,60 W,"Nov, 2017.",['GIGABYTE HD 7770 1GB']
1468,XFX 7790 BLACK,1 GB DDR5,210,XMR-STAK-AMD-FINAL,WINDOWS 10 x64,63 W,"Dec, 2017.",['XFX 7790 BLACK']
1469,MSI HD7790,1 GB DDR5,209,CLAYMORE CRYPTONOTE GPU 9.7,WINDOWS 7 x64,70 W,"Oct, 2017.",['MSI HD7790']
1470,ASUS R7 260X,1 GB DDR5,208,CLAYMORE 9.7 -A 4 -H 352 -LI 1,WINDOWS 7 x64,N/A,"Mar, 2017.",['ASUS R7 260X']
1471,QUADRO K1200,4 GB DDR5,207,XMR-STAK-NVIDIA,UBUNTU 16.04 x64,N/A,"Oct, 2017.",['QUADRO K1200']
1472,GTX 950M,2 GB DDR5,205,"XMR-STAK-NVIDIA (threads:32, blocks:9)",WINDOWS 10 x64,N/A,"Sep, 2017.",['GTX 950M']
1473,HD 7750,1 GB DDR5,205,"XMRIG 2.4.3-BETA2 (2 THREADS, 240X8 [INTENSITYXWORKSIZE])",UBUNTU 16.04 x64,60 W,"Dec, 2017.",['HD 7750']
1474,GTX 860M,4 GB DDR5,204,XMR STAK NVIDIA,WINDOWS 10 x64,N/A,"Sep, 2017.",['GTX 860M']
1475,HD 6950,1 GB DDR5,202,CLAYMORE CRYPTONOTE GPU MINER V9.7 BETA,WINDOWS 8.1 x64,N/A,"Feb, 2017.",['HD 6950']
1476,SAPPHIRE 6950,1 GB DDR5,202,CLAYMORE 9.7,WINDOWS 10 x64,N/A,"Sep, 2017.",['SAPPHIRE 6950']
1477,GIGABYTE AMD RADEON R7 250 [GV-R725OC-1GI] (OC GPU/MEM 1250),1 GB DDR5,202,"CLAYMORE CRYPTONOTE GPU MINER V9.7 BETA (h=256, a=4)",WINDOWS 7 x64,N/A,"Sep, 2017.",['GIGABYTE AMD RADEON R7 250 [GV-R725OC-1GI] (OC GPU/MEM 1250)']
1478,AMD SAPPHIRE 7750,1 GB DDR5,202,CLAYMORE CRYPTONOTE 9.7 BETA - CRIMSON RELIVE 17.9.3,WINDOWS 10 x64,60 W,"Oct, 2017.",['AMD SAPPHIRE 7750']
1479,GTX 780,3 GB DDR5,200,CCMINER,WINDOWS 7 x64,N/A,"Nov, 2016.",['GTX 780']
1480,MSI GTX 670,2 GB DDR5,200,MINERGATE 6.6,WINDOWS 10 x64,N/A,"Dec, 2016.",['MSI GTX 670']
1481,ASUS GTX 560 TI DIRECTCU II,1 GB DDR5,200,CCMINER (FORKED BY TSIV),WINDOWS 10 x64,200 W,"Jan, 2017.",['ASUS GTX 560 TI DIRECTCU II']
1482,GTX 660,4 GB DDR5,200,CCMINER,WINDOWS 10 x64,N/A,"Feb, 2017.",['GTX 660']
1483,GTX 960,4 GB DDR5,200,MINERGATE,WINDOWS 8.1 x64,N/A,"Jun, 2017.",['GTX 960']
1484,GA-GTX 760,2 GB DDR5,200,XMR-STAK-NVIDIA,MAC OS X,N/A,"Jun, 2017.",['GA-GTX 760']
1485,AMD RADEON R7 260X,2 GB DDR5,200,WOLF XRP GPU MINER,WINDOWS 10 x64,N/A,"Jul, 2017.",['AMD RADEON R7 260X']
1486,NVIDIA GEFORCE GTX 560 TI,1 GB DDR5,200,MINERGATE v6.9,WINDOWS XP x64,N/A,"Aug, 2017.",['NVIDIA GEFORCE GTX 560 TI']
1487,HD 7750,1 GB DDR5,200,CLAYMORE 9.7,WINDOWS 7 x64,60 W,"Sep, 2017.",['HD 7750']
1488,GTX 960,4 GB DDR3,200,MINERGATE,WINDOWS 7 x64,200 W,"Oct, 2017.",['GTX 960']
1489,HD 7750,1 GB DDR5,200,CLAYMORE 9.7,WINDOWS 7 x64,N/A,"Oct, 2017.",['HD 7750']
1490,ATI RADEON 5850 SAPPHIRE XTREME EDITION,1 GB DDR5,200,CLAYMORE CRYPTONOTE GPU MINER V9.7 BETA,WINDOWS 10 x64,150 W,"Nov, 2017.",['ATI RADEON 5850 SAPPHIRE XTREME EDITION']
1491,"XFX HD 7770 (CORE CLOCK: 900, MEM CLOCK: 1250)",1 GB DDR5,200,CLAYMORE V. 9.7 BETA,WINDOWS 7 x64,75 W,"Nov, 2017.","['XFX HD 7770 (CORE CLOCK: 900, MEM CLOCK: 1250)']"
1492,HD 5850,1 GB DDR5,200,CLAYMORE 10.2,WINDOWS 7 x64,N/A,"Dec, 2017.",['HD 5850']
1493,NVIDIA GEFORCE GTX 960,2 GB DDR3,200,XMR STAK,WINDOWS 10 x64,N/A,"Dec, 2017.",['NVIDIA GEFORCE GTX 960']
1494,GTX 470,1 GB DDR5,199,CCMINER CRYPTONIGHT --LAUNCH=4X84,WINDOWS 10 x64,215 W,"Feb, 2017.",['GTX 470']
1495,RADEON HD 5870,1 GB DDR5,197,NSGPUCNMINER,WINDOWS 10 x64,130 W,"Sep, 2016.",['RADEON HD 5870']
1496,POWERCOLOR PCS+ HD 5850 @ 1000GPU/1000MEM,1 GB DDR5,197,CLAYMORE 9.7,WINDOWS 7 x64,N/A,"Nov, 2017.",['POWERCOLOR PCS+ HD 5850 @ 1000GPU/1000MEM']
1497,HD5870,1 GB DDR5,196,CLAYMORE 9.7,WINDOWS 10 x64,N/A,"Jan, 2017.",['HD5870']
1498,GTX 870M 3GB,3 GB DDR5,195,MINERGATE,WINDOWS 10 x64,N/A,"Jun, 2017.",['GTX 870M 3GB']
1499,NVIDIA GEFORCE 560TI,1 GB DDR5,195,XMRMINER,UBUNTU 16.04 x64,N/A,"Aug, 2017.",['NVIDIA GEFORCE 560TI']
1500,HD 7770,2 GB DDR5,195,XMR-STAK-AMD (1150/1250 overclock) (256x8 work),WINDOWS 10 x64,80 W,"Sep, 2017.",['HD 7770']
1501,NVIDIA QUADRO K2200,4 GB DDR5,195,XMRIG-NVIDIA,WINDOWS 10 x64,N/A,"Sep, 2017.",['NVIDIA QUADRO K2200']
1502,AMD RADEON R7 250X,1 GB DDR5,195,CLAYMORE CRYPTONOTE GPU 9.7,WINDOWS 7 x64,80 W,"Sep, 2017.",['AMD RADEON R7 250X']
1503,RADEON HD 5770,1 GB DDR5,194,CLAYMORE 9.7,WINDOWS 7 x64,N/A,"Nov, 2017.",['RADEON HD 5770']
1504,MSI HD 7770,2 GB DDR5,194,XMR-STAK,UBUNTU 14.04 x64,80 W,"Dec, 2017.",['MSI HD 7770']
1505,GEFORCE GT 645,2 GB DDR5,193,XMRIG-NVIDIA-2.4-2,WINDOWS 7 x64,N/A,"Dec, 2017.",['GEFORCE GT 645']
1506,GIGABYTE R7 250X,2 GB DDR5,192,"MINERGATE 7.2, INTENSITY 3",WINDOWS 10 x64,80 W,"Dec, 2017.",['GIGABYTE R7 250X']
1507,MSI R7750-PMD1GD5/OC V2,1 GB DDR5,191,CLAYMORE CRYPTONOTE GPU MINER V9.6 BETA - MINERGATE POOL,WINDOWS 10 x64,60 W,"May, 2017.",['MSI R7750-PMD1GD5/OC V2']
1508,GTX 560 TI,2 GB DDR5,190,MINERGATE,WINDOWS 10 x64,200 W,"Nov, 2016.",['GTX 560 TI']
1509,GTX 860M OC 1232/1370MHZ,2 GB DDR5,190,XMR STAK NVIDIA,WINDOWS 10 x64,60 W,"Apr, 2017.",['GTX 860M OC 1232/1370MHZ']
1510,QUADRO P2000,5 GB DDR5,190,MINERGATE V6.8,WINDOWS 10 x64,75 W,"Jul, 2017.",['QUADRO P2000']
1511,NVIDIA GT 755M SLI,4 GB DDR5,190,MINERGATE,WINDOWS 10 x64,N/A,"Sep, 2017.",['NVIDIA GT 755M SLI']
1512,R7 250X,2 GB DDR5,190,MINERGATE 7.2,WINDOWS 10 x64,80 W,"Dec, 2017.",['R7 250X']
1513,NVIDIA GEFORCE GTC860M,2 GB DDR5,190,XMR STAK NVIDIA,WINDOWS 10 x64,60 W,"Dec, 2017.",['NVIDIA GEFORCE GTC860M']
1514,RADEON SAPHIRE HD 5770 VAROX-X,1 GB DDR5,190,CLAYMORE 9.7 (GPU: 960 MEM: 1300 A: 1 H: 480 FAN-SPEED: 95% GPU TEMPERATURE: 50C),WINDOWS 7 x64,89 W,"Dec, 2017.",['RADEON SAPHIRE HD 5770 VAROX-X']
1515,ZOTAC GTX660,2 GB DDR5,185,MINERGATE,WINDOWS 10 x64,N/A,"May, 2017.",['ZOTAC GTX660']
1516,GIGABYTE GTX 560 TI ULTRA DURABLE OC,1 GB DDR5,185,CCMINER,UBUNTU 14.04 x64,N/A,"Jun, 2017.",['GIGABYTE GTX 560 TI ULTRA DURABLE OC']
1517,GEFORCE GTX 965M,4 GB DDR5,185,CC-MINER,WINDOWS 10 x64,N/A,"Dec, 2017.",['GEFORCE GTX 965M']
1518,QUADRO P1000,4 GB DDR5,185,CCMINER,WINDOWS 10 x64,N/A,"Jan, 2018.",['QUADRO P1000']
1519,EVGA 460,1 GB DDR5,185,XMRIG,WINDOWS 10 x64,N/A,"Jan, 2018.",['EVGA 460']
1520,AMD R7 360 0C,2 GB DDR5,180,CLAYMORE 9.3,WINDOWS 10 x64,N/A,"Aug, 2016.",['AMD R7 360 0C']
1521,NVIDIA QUADRO K2200,4 GB DDR5,180,CCMINER-CRYPTONIGHT,WINDOWS 7 x64,N/A,"Oct, 2016.",['NVIDIA QUADRO K2200']
1522,NVIDIA K520,4 GB DDR5,180,MINERGATE,WINDOWS SERVER 2008 R2,60 W,"Oct, 2016.",['NVIDIA K520']
1523,HIS 6790,1 GB DDR5,180,CLAYMORE CRYPTONOTE GPU MINER 9.6,WINDOWS 7 x64,N/A,"Jan, 2017.",['HIS 6790']
1524,RADEON HD 7700,1 GB DDR5,180,CLAYMORE CRYPTONOTE GPU MINER V9.7,WINDOWS 7 x64,N/A,"Aug, 2017.",['RADEON HD 7700']
1525,ZOTAC GTX 650TI,2 GB DDR5,180,CCMINER,WINDOWS 8.1 x64,N/A,"Aug, 2017.",['ZOTAC GTX 650TI']
1526,GTX 950M,2 GB DDR5,180,MINERGATE 7.1,WINDOWS 10 x64,N/A,"Dec, 2017.",['GTX 950M']
1527,MSI HD 7770,1 GB DDR5,179,CLAYMORE CRYPTONOTE GPU MINER V9.7 BETA - POOL,WINDOWS 10 x64,N/A,"Aug, 2017.",['MSI HD 7770']
1528,SAPPHIRE AMD RADEON R7 350,2 GB DDR5,178,XMR-STAK-AMD,WINDOWS 10 x64,N/A,"Jul, 2017.",['SAPPHIRE AMD RADEON R7 350']
1529,SAPPHIRE RADEON R7 250 2GB GDDR5 512SP,2 GB DDR5,178,XMR STAK AMD 1.4.0,WINDOWS 8.1 x64,N/A,"Nov, 2017.",['SAPPHIRE RADEON R7 250 2GB GDDR5 512SP']
1530,GTX 950M 4GB (1259/1200 MHZ),4 GB DDR5,176,CCMINER-CRYPTONIGHT-2.00,WINDOWS 8.1 x64,N/A,"Feb, 2017.",['GTX 950M 4GB (1259/1200 MHZ)']
1531,GEFORCE GTX 460 - 650/850 MHZ,1 GB DDR5,176,XMRIG/2.4.2 - 20X20,WINDOWS 10 x64,150 W,"Jan, 2018.",['GEFORCE GTX 460 - 650/850 MHZ']
1532,NVIDIA GEFORCE GTX 965M,2 GB DDR5,176,CCMINER 2.2,WINDOWS 10 x64,N/A,"Jan, 2018.",['NVIDIA GEFORCE GTX 965M']
1533,HIS R7 250 1GB (1100/1200MHZ),1 GB DDR5,175,CLAYMORE,WINDOWS 10 x64,65 W,"Apr, 2017.",['HIS R7 250 1GB (1100/1200MHZ)']
1534,GTX 580,3 GB DDR5,175,MINERGATE,UBUNTU 16.04 x64,N/A,"Jul, 2017.",['GTX 580']
1535,GTX 770,4 GB DDR5,175,MINERGATE,WINDOWS 10 x64,140 W,"Aug, 2017.",['GTX 770']
1536,GTX 560,1 GB DDR5,175,CCMINER,WINDOWS 10 x64,110 W,"Dec, 2017.",['GTX 560']
1537,GAINWARD GTX 560 TI,2 GB DDR5,175,CCMINER,WINDOWS 10 x64,100 W,"Dec, 2017.",['GAINWARD GTX 560 TI']
1538,GEFORCE GTX 560 TI,1 GB DDR5,174,CCMINER,WINDOWS 10 x64,N/A,"Nov, 2016.",['GEFORCE GTX 560 TI']
1539,HIS ICOOLER RADEON HD 7750,1 GB DDR5,174,CLAYMORE 9.7,WINDOWS 7 x64,60 W,"Apr, 2017.",['HIS ICOOLER RADEON HD 7750']
1540,GIGABYTE RADEON HD 6770,1 GB DDR3,174,CLAYMORE 9.5 - 6770 OCED TO 920 / 1150,WINDOWS 7 X64,108 W,"Jun, 2017.",['GIGABYTE RADEON HD 6770']
1541,SAPPHIRE HD 7750,1 GB DDR5,173,CLAYMORE 9.7 AND ABOVE,WINDOWS 8.1 x64,N/A,"Dec, 2017.",['SAPPHIRE HD 7750']
1542,ZOTAC NVIDIA GTX 760,2 GB DDR3,172,CCMINER - CRYPTONIGHT,WINDOWS 10 x64,N/A,"Jun, 2017.",['ZOTAC NVIDIA GTX 760']
1543,GTX 650,1 GB DDR5,172,XMR STAK GPU,WINDOWS 10 x64,75 W,"Jul, 2017.",['GTX 650']
1544,HIS HD 7770,1 GB DDR5,172,CLAYMORE CRYPTONOTE GPU MINER 9.7,WINDOWS 7 x64,N/A,"Nov, 2017.",['HIS HD 7770']
1545,GTX 460,2 GB DDR5,171,CCMINER (TSIV-XMR-MINER),WINDOWS 10 x64,N/A,"Oct, 2017.",['GTX 460']
1546,XFX HD 7750 CORE EDITION,1 GB DDR5,170,CLAYMORE GPU 9.7,WINDOWS 7 x64,60 W,"Jul, 2017.",['XFX HD 7750 CORE EDITION']
1547,HIS HD5770 OC GPU 905MHZ MEM 1240MHZ,1 GB DDR5,170,CLAYMORE GPU MINER 9.7,WINDOWS 7 x64,108 W,"Jul, 2017.",['HIS HD5770 OC GPU 905MHZ MEM 1240MHZ']
1548,ASUS HD 7770,2 GB DDR5,170,CLAYMORE 9.7 STOCK SETTINGS,WINDOWS 7 x64,N/A,"Oct, 2017.",['ASUS HD 7770']
1549,AMD RADEON 8870M (LAPTOP),2 GB DDR5,170,CLAYMORE'S CRYPTONIGHT GPU MINER 9.7,WINDOWS 10 x64,60 W,"Nov, 2017.",['AMD RADEON 8870M (LAPTOP)']
1550,GTX 560 TI,1 GB DDR5,170,MINERGATE 7.0,WINDOWS 10 x64,N/A,"Nov, 2017.",['GTX 560 TI']
1551,2X NVIDIA QUADRO 600,1 GB DDR3,168,XMR-STAK-WIN64 V2.2,WINDOWS 10 x64,N/A,"Dec, 2017.",['2X NVIDIA QUADRO 600']
1552,GEFORCE GTX 960M,2 GB DDR5,167,CCMINER-CRYPTONIGHT BY TSIV,WINDOWS 10 x64,N/A,"Oct, 2016.",['GEFORCE GTX 960M']
1553,HD 5770,1 GB DDR5,167,CLAYMORE GPU MINER,WINDOWS 7 x64,N/A,"Dec, 2016.",['HD 5770']
